DataCode,RecType,RecYear,PlotID,Treatment,Spnum,Genus,Species,Abundance
PPL01,1,2018,47,N2P0,34,carex,meadii,2.25
PPL01,1,2018,47,N2P0,46,ambrosia,psilostachya,1.5
PPL01,1,2018,47,N2P0,55,asclepias,verticillata,0.5
PPL01,1,2018,47,N2P0,59,aster,oblongifolius,1.25
PPL01,1,2018,47,N2P0,407,cirsium,altissimum,1
PPL01,1,2018,48,N1P0,2,andropogon,gerardii,17
PPL01,1,2018,48,N1P0,3,andropogon,scoparius,38.75
PPL01,1,2018,48,N1P0,4,bouteloua,curtipendula,25.75
PPL01,1,2018,48,N1P0,14,dichanthelium,oligosanthes,7.5
PPL01,1,2018,48,N1P0,17,poa,pratensis,2
PPL01,1,2018,48,N1P0,18,sorghastrum,nutans,1.75
PPL01,1,2018,48,N1P0,33,carex,heliophila,4
PPL01,1,2018,48,N1P0,34,carex,meadii,2.75
PPL01,1,2018,48,N1P0,40,amorpha,canescens,24.5
PPL01,1,2018,48,N1P0,55,asclepias,verticillata,0.25
PPL01,1,2018,48,N1P0,58,aster,ericoides,6.25
PPL01,1,2018,48,N1P0,59,aster,oblongifolius,6.5
PPL01,1,2018,48,N1P0,76,echinacea,angustifolia,0.75
PPL01,1,2018,48,N1P0,120,ruellia,humilis,0.25
PPL01,1,2018,48,N1P0,125,sisyrinchium,campestre,0.75
PPL01,1,2019,1,N2P1,2,andropogon,gerardii,53.75
PPL01,1,2019,1,N2P1,3,andropogon,scoparius,6.25
PPL01,1,2019,1,N2P1,14,dichanthelium,oligosanthes,40
PPL01,1,2019,1,N2P1,18,sorghastrum,nutans,28.5
PPL01,1,2019,1,N2P1,21,sporobolus,asper,3
PPL01,1,2019,1,N2P1,33,carex,heliophila,15.25
PPL01,1,2019,1,N2P1,34,carex,meadii,2.5
PPL01,1,2019,1,N2P1,46,ambrosia,psilostachya,2.5
PPL01,1,2019,1,N2P1,71,conyza,canadensis,1.25
PPL01,1,2019,1,N2P1,102,oxalis,stricta,0.5
PPL01,1,2019,1,N2P1,128,solidago,missouriensis,1
PPL01,1,2019,1,N2P1,194,physalis,heterophylla,5.25
PPL01,1,2019,2,N1P3,2,andropogon,gerardii,78.75
PPL01,1,2019,2,N1P3,3,andropogon,scoparius,6.25
PPL01,1,2019,2,N1P3,4,bouteloua,curtipendula,6.25
PPL01,1,2019,2,N1P3,14,dichanthelium,oligosanthes,15.75
PPL01,1,2019,2,N1P3,18,sorghastrum,nutans,7.75
PPL01,1,2019,2,N1P3,33,carex,heliophila,6.25
PPL01,1,2019,2,N1P3,34,carex,meadii,1.75
PPL01,1,2019,2,N1P3,40,amorpha,canescens,9.5
PPL01,1,2019,2,N1P3,58,aster,ericoides,15
PPL01,1,2019,2,N1P3,102,oxalis,stricta,0.75
PPL01,1,2019,2,N1P3,111,physalis,pumila,2.25
PPL01,1,2019,2,N1P3,158,ulmus,americana,0.25
PPL01,1,2019,2,N1P3,211,ambrosia,artemisiifolia,0.25
PPL01,1,2019,3,N1P1,2,andropogon,gerardii,55
PPL01,1,2019,3,N1P1,3,andropogon,scoparius,7.25
PPL01,1,2019,3,N1P1,4,bouteloua,curtipendula,11.75
PPL01,1,2019,3,N1P1,11,eragrostis,spectabilis,2.25
PPL01,1,2019,3,N1P1,14,dichanthelium,oligosanthes,7
PPL01,1,2019,3,N1P1,17,poa,pratensis,2.75
PPL01,1,2019,3,N1P1,18,sorghastrum,nutans,9.25
PPL01,1,2019,3,N1P1,33,carex,heliophila,13
PPL01,1,2019,3,N1P1,34,carex,meadii,1.75
PPL01,1,2019,3,N1P1,40,amorpha,canescens,3.75
PPL01,1,2019,3,N1P1,46,ambrosia,psilostachya,0.75
PPL01,1,2019,3,N1P1,55,asclepias,verticillata,0.25
PPL01,1,2019,3,N1P1,58,aster,ericoides,27.5
PPL01,1,2019,3,N1P1,86,kuhnia,eupatorioides,2.5
PPL01,1,2019,3,N1P1,102,oxalis,stricta,0.25
PPL01,1,2019,3,N1P1,300,euphorbia,nutans,0.5
PPL01,1,2019,4,N2P2,2,andropogon,gerardii,21.25
PPL01,1,2019,4,N2P2,4,bouteloua,curtipendula,8.25
PPL01,1,2019,4,N2P2,14,dichanthelium,oligosanthes,80
PPL01,1,2019,4,N2P2,17,poa,pratensis,0.5
PPL01,1,2019,4,N2P2,18,sorghastrum,nutans,10.5
PPL01,1,2019,4,N2P2,29,panicum,capillare,0.75
PPL01,1,2019,4,N2P2,33,carex,heliophila,3.25
PPL01,1,2019,4,N2P2,34,carex,meadii,0.75
PPL01,1,2019,4,N2P2,40,amorpha,canescens,1.5
PPL01,1,2019,4,N2P2,102,oxalis,stricta,0.5
PPL01,1,2019,4,N2P2,158,ulmus,americana,0.25
PPL01,1,2019,4,N2P2,209,setaria,viridis,7.25
PPL01,1,2019,5,N2P1,2,andropogon,gerardii,63.75
PPL01,1,2019,5,N2P1,3,andropogon,scoparius,3
PPL01,1,2019,5,N2P1,4,bouteloua,curtipendula,3.25
PPL01,1,2019,5,N2P1,14,dichanthelium,oligosanthes,38.75
PPL01,1,2019,5,N2P1,17,poa,pratensis,43.75
PPL01,1,2019,5,N2P1,18,sorghastrum,nutans,1.25
PPL01,1,2019,5,N2P1,21,sporobolus,asper,4.5
PPL01,1,2019,5,N2P1,33,carex,heliophila,5.5
PPL01,1,2019,5,N2P1,34,carex,meadii,1.75
PPL01,1,2019,5,N2P1,46,ambrosia,psilostachya,0.75
PPL01,1,2019,5,N2P1,59,aster,oblongifolius,2
PPL01,1,2019,5,N2P1,86,kuhnia,eupatorioides,0.75
PPL01,1,2019,5,N2P1,102,oxalis,stricta,1
PPL01,1,2019,5,N2P1,121,salvia,azurea,12.25
PPL01,1,2019,6,N1P0,2,andropogon,gerardii,17
PPL01,1,2019,6,N1P0,3,andropogon,scoparius,45
PPL01,1,2019,6,N1P0,4,bouteloua,curtipendula,10.75
PPL01,1,2019,6,N1P0,12,koeleria,pyramidata,0.5
PPL01,1,2019,6,N1P0,14,dichanthelium,oligosanthes,5.25
PPL01,1,2019,6,N1P0,17,poa,pratensis,0.75
PPL01,1,2019,6,N1P0,18,sorghastrum,nutans,17
PPL01,1,2019,6,N1P0,21,sporobolus,asper,1
PPL01,1,2019,6,N1P0,33,carex,heliophila,3.25
PPL01,1,2019,6,N1P0,34,carex,meadii,3.25
PPL01,1,2019,6,N1P0,58,aster,ericoides,3.75
PPL01,1,2019,6,N1P0,59,aster,oblongifolius,7.5
PPL01,1,2019,6,N1P0,106,dalea,candida,3.25
PPL01,1,2019,6,N1P0,111,physalis,pumila,1.25
PPL01,1,2019,6,N1P0,128,solidago,missouriensis,7
PPL01,1,2019,7,N1P2,2,andropogon,gerardii,76.25
PPL01,1,2019,7,N1P2,3,andropogon,scoparius,2.5
PPL01,1,2019,7,N1P2,4,bouteloua,curtipendula,1.25
PPL01,1,2019,7,N1P2,14,dichanthelium,oligosanthes,6.25
PPL01,1,2019,7,N1P2,18,sorghastrum,nutans,23.75
PPL01,1,2019,7,N1P2,21,sporobolus,asper,3.75
PPL01,1,2019,7,N1P2,33,carex,heliophila,5.5
PPL01,1,2019,7,N1P2,34,carex,meadii,0.75
PPL01,1,2019,7,N1P2,40,amorpha,canescens,22
PPL01,1,2019,7,N1P2,58,aster,ericoides,41.25
PPL01,1,2019,7,N1P2,102,oxalis,stricta,1.25
PPL01,1,2019,7,N1P2,112,physalis,virginiana,0.25
PPL01,1,2019,7,N1P2,128,solidago,missouriensis,4.25
PPL01,1,2019,8,N2P2,2,andropogon,gerardii,64.5
PPL01,1,2019,8,N2P2,3,andropogon,scoparius,2
PPL01,1,2019,8,N2P2,4,bouteloua,curtipendula,0.75
PPL01,1,2019,8,N2P2,14,dichanthelium,oligosanthes,12.25
PPL01,1,2019,8,N2P2,17,poa,pratensis,21.75
PPL01,1,2019,8,N2P2,18,sorghastrum,nutans,6.25
PPL01,1,2019,8,N2P2,21,sporobolus,asper,0.5
PPL01,1,2019,8,N2P2,31,carex,brevior,5.75
PPL01,1,2019,8,N2P2,33,carex,heliophila,3.25
PPL01,1,2019,8,N2P2,34,carex,meadii,2.25
PPL01,1,2019,8,N2P2,58,aster,ericoides,11
PPL01,1,2019,8,N2P2,71,conyza,canadensis,1
PPL01,1,2019,8,N2P2,86,kuhnia,eupatorioides,10.5
PPL01,1,2019,8,N2P2,102,oxalis,stricta,2.75
PPL01,1,2019,8,N2P2,112,physalis,virginiana,0.25
PPL01,1,2019,8,N2P2,127,solidago,canadensis,1.75
PPL01,1,2019,8,N2P2,128,solidago,missouriensis,0.75
PPL01,1,2019,9,N1P2,2,andropogon,gerardii,67.5
PPL01,1,2019,9,N1P2,3,andropogon,scoparius,24.5
PPL01,1,2019,9,N1P2,4,bouteloua,curtipendula,6.25
PPL01,1,2019,9,N1P2,14,dichanthelium,oligosanthes,1.75
PPL01,1,2019,9,N1P2,17,poa,pratensis,7.25
PPL01,1,2019,9,N1P2,18,sorghastrum,nutans,11.25
PPL01,1,2019,9,N1P2,21,sporobolus,asper,0.75
PPL01,1,2019,9,N1P2,33,carex,heliophila,7.5
PPL01,1,2019,9,N1P2,34,carex,meadii,2.25
PPL01,1,2019,9,N1P2,40,amorpha,canescens,12.25
PPL01,1,2019,9,N1P2,58,aster,ericoides,12.5
PPL01,1,2019,9,N1P2,102,oxalis,stricta,0.25
PPL01,1,2019,9,N1P2,111,physalis,pumila,0.5
PPL01,1,2019,9,N1P2,128,solidago,missouriensis,1
PPL01,1,2019,9,N1P2,139,verbena,stricta,0.25
PPL01,1,2019,9,N1P2,158,ulmus,americana,0.25
PPL01,1,2019,10,N2P2,2,andropogon,gerardii,27.5
PPL01,1,2019,10,N2P2,3,andropogon,scoparius,12.75
PPL01,1,2019,10,N2P2,4,bouteloua,curtipendula,7.25
PPL01,1,2019,10,N2P2,14,dichanthelium,oligosanthes,55
PPL01,1,2019,10,N2P2,17,poa,pratensis,62.5
PPL01,1,2019,10,N2P2,18,sorghastrum,nutans,15.5
PPL01,1,2019,10,N2P2,33,carex,heliophila,6.75
PPL01,1,2019,10,N2P2,34,carex,meadii,1.75
PPL01,1,2019,10,N2P2,46,ambrosia,psilostachya,0.25
PPL01,1,2019,10,N2P2,58,aster,ericoides,1.25
PPL01,1,2019,10,N2P2,59,aster,oblongifolius,5.75
PPL01,1,2019,10,N2P2,71,conyza,canadensis,1.25
PPL01,1,2019,10,N2P2,102,oxalis,stricta,5.5
PPL01,1,2019,10,N2P2,128,solidago,missouriensis,1.75
PPL01,1,2019,10,N2P2,300,euphorbia,nutans,0.25
PPL01,1,2019,11,N1P3,2,andropogon,gerardii,27
PPL01,1,2019,11,N1P3,3,andropogon,scoparius,31.5
PPL01,1,2019,11,N1P3,4,bouteloua,curtipendula,6.5
PPL01,1,2019,11,N1P3,14,dichanthelium,oligosanthes,13.25
PPL01,1,2019,11,N1P3,17,poa,pratensis,8.25
PPL01,1,2019,11,N1P3,18,sorghastrum,nutans,26.25
PPL01,1,2019,11,N1P3,21,sporobolus,asper,6.75
PPL01,1,2019,11,N1P3,33,carex,heliophila,8.25
PPL01,1,2019,11,N1P3,34,carex,meadii,12.25
PPL01,1,2019,11,N1P3,40,amorpha,canescens,12.5
PPL01,1,2019,11,N1P3,46,ambrosia,psilostachya,1.75
PPL01,1,2019,11,N1P3,59,aster,oblongifolius,18.25
PPL01,1,2019,11,N1P3,76,echinacea,angustifolia,0.75
PPL01,1,2019,11,N1P3,102,oxalis,stricta,1.25
PPL01,1,2019,11,N1P3,120,ruellia,humilis,1.5
PPL01,1,2019,11,N1P3,211,ambrosia,artemisiifolia,0.5
PPL01,1,2019,11,N1P3,300,euphorbia,nutans,0.5
PPL01,1,2019,12,N1P2,2,andropogon,gerardii,35
PPL01,1,2019,12,N1P2,3,andropogon,scoparius,32
PPL01,1,2019,12,N1P2,4,bouteloua,curtipendula,8.75
PPL01,1,2019,12,N1P2,12,koeleria,pyramidata,0.75
PPL01,1,2019,12,N1P2,14,dichanthelium,oligosanthes,1.75
PPL01,1,2019,12,N1P2,17,poa,pratensis,1.5
PPL01,1,2019,12,N1P2,18,sorghastrum,nutans,14.75
PPL01,1,2019,12,N1P2,21,sporobolus,asper,3
PPL01,1,2019,12,N1P2,33,carex,heliophila,3.25
PPL01,1,2019,12,N1P2,34,carex,meadii,5.75
PPL01,1,2019,12,N1P2,46,ambrosia,psilostachya,0.25
PPL01,1,2019,12,N1P2,54,asclepias,stenophylla,1.5
PPL01,1,2019,12,N1P2,55,asclepias,verticillata,0.75
PPL01,1,2019,12,N1P2,58,aster,ericoides,1.25
PPL01,1,2019,12,N1P2,59,aster,oblongifolius,9
PPL01,1,2019,12,N1P2,106,dalea,candida,0.25
PPL01,1,2019,12,N1P2,120,ruellia,humilis,1
PPL01,1,2019,12,N1P2,128,solidago,missouriensis,1.5
PPL01,1,2019,12,N1P2,300,euphorbia,nutans,0.25
PPL01,1,2019,13,N2P3,2,andropogon,gerardii,51.25
PPL01,1,2019,13,N2P3,4,bouteloua,curtipendula,1.5
PPL01,1,2019,13,N2P3,14,dichanthelium,oligosanthes,15
PPL01,1,2019,13,N2P3,17,poa,pratensis,31.25
PPL01,1,2019,13,N2P3,18,sorghastrum,nutans,3.5
PPL01,1,2019,13,N2P3,46,ambrosia,psilostachya,0.5
PPL01,1,2019,13,N2P3,58,aster,ericoides,5.5
PPL01,1,2019,13,N2P3,71,conyza,canadensis,3.75
PPL01,1,2019,13,N2P3,102,oxalis,stricta,0.5
PPL01,1,2019,13,N2P3,112,physalis,virginiana,0.5
PPL01,1,2019,13,N2P3,128,solidago,missouriensis,8.5
PPL01,1,2019,13,N2P3,137,triodanis,perfoliata,1.75
PPL01,1,2019,14,N1P3,2,andropogon,gerardii,32.5
PPL01,1,2019,14,N1P3,3,andropogon,scoparius,48
PPL01,1,2019,14,N1P3,14,dichanthelium,oligosanthes,8.5
PPL01,1,2019,14,N1P3,17,poa,pratensis,8.5
PPL01,1,2019,14,N1P3,18,sorghastrum,nutans,6.75
PPL01,1,2019,14,N1P3,21,sporobolus,asper,0.75
PPL01,1,2019,14,N1P3,33,carex,heliophila,4
PPL01,1,2019,14,N1P3,34,carex,meadii,3.25
PPL01,1,2019,14,N1P3,40,amorpha,canescens,20.5
PPL01,1,2019,14,N1P3,46,ambrosia,psilostachya,0.5
PPL01,1,2019,14,N1P3,58,aster,ericoides,15.25
PPL01,1,2019,14,N1P3,59,aster,oblongifolius,3.5
PPL01,1,2019,14,N1P3,106,dalea,candida,0.25
PPL01,1,2019,14,N1P3,111,physalis,pumila,0.25
PPL01,1,2019,14,N1P3,128,solidago,missouriensis,11
PPL01,1,2019,15,N1P3,2,andropogon,gerardii,40
PPL01,1,2019,15,N1P3,3,andropogon,scoparius,22.5
PPL01,1,2019,15,N1P3,4,bouteloua,curtipendula,6.75
PPL01,1,2019,15,N1P3,11,eragrostis,spectabilis,2
PPL01,1,2019,15,N1P3,14,dichanthelium,oligosanthes,11.75
PPL01,1,2019,15,N1P3,17,poa,pratensis,4.5
PPL01,1,2019,15,N1P3,18,sorghastrum,nutans,14.5
PPL01,1,2019,15,N1P3,33,carex,heliophila,4.75
PPL01,1,2019,15,N1P3,34,carex,meadii,2.5
PPL01,1,2019,15,N1P3,55,asclepias,verticillata,0.25
PPL01,1,2019,15,N1P3,58,aster,ericoides,14.25
PPL01,1,2019,15,N1P3,106,dalea,candida,1.75
PPL01,1,2019,15,N1P3,128,solidago,missouriensis,2.25
PPL01,1,2019,15,N1P3,300,euphorbia,nutans,0.25
PPL01,1,2019,16,N2P1,2,andropogon,gerardii,40
PPL01,1,2019,16,N2P1,4,bouteloua,curtipendula,15.75
PPL01,1,2019,16,N2P1,14,dichanthelium,oligosanthes,50
PPL01,1,2019,16,N2P1,17,poa,pratensis,77.5
PPL01,1,2019,16,N2P1,18,sorghastrum,nutans,0.5
PPL01,1,2019,16,N2P1,33,carex,heliophila,1
PPL01,1,2019,16,N2P1,40,amorpha,canescens,1
PPL01,1,2019,16,N2P1,58,aster,ericoides,8
PPL01,1,2019,16,N2P1,59,aster,oblongifolius,2.5
PPL01,1,2019,17,N2P2,2,andropogon,gerardii,55
PPL01,1,2019,17,N2P2,3,andropogon,scoparius,1.25
PPL01,1,2019,17,N2P2,4,bouteloua,curtipendula,4
PPL01,1,2019,17,N2P2,14,dichanthelium,oligosanthes,10.75
PPL01,1,2019,17,N2P2,17,poa,pratensis,80
PPL01,1,2019,17,N2P2,18,sorghastrum,nutans,2.75
PPL01,1,2019,17,N2P2,33,carex,heliophila,3.25
PPL01,1,2019,17,N2P2,34,carex,meadii,0.75
PPL01,1,2019,17,N2P2,54,asclepias,stenophylla,5
PPL01,1,2019,17,N2P2,58,aster,ericoides,2
PPL01,1,2019,17,N2P2,59,aster,oblongifolius,2.75
PPL01,1,2019,17,N2P2,71,conyza,canadensis,0.75
PPL01,1,2019,17,N2P2,102,oxalis,stricta,1.75
PPL01,1,2019,17,N2P2,124,silene,antirrhina,0.5
PPL01,1,2019,17,N2P2,300,euphorbia,nutans,0.25
PPL01,1,2019,18,N1P2,2,andropogon,gerardii,63.75
PPL01,1,2019,18,N1P2,3,andropogon,scoparius,11.75
PPL01,1,2019,18,N1P2,4,bouteloua,curtipendula,8.25
PPL01,1,2019,18,N1P2,14,dichanthelium,oligosanthes,4.5
PPL01,1,2019,18,N1P2,17,poa,pratensis,1
PPL01,1,2019,18,N1P2,18,sorghastrum,nutans,14
PPL01,1,2019,18,N1P2,33,carex,heliophila,2.25
PPL01,1,2019,18,N1P2,34,carex,meadii,2.5
PPL01,1,2019,18,N1P2,46,ambrosia,psilostachya,0.25
PPL01,1,2019,18,N1P2,58,aster,ericoides,7.75
PPL01,1,2019,18,N1P2,59,aster,oblongifolius,4.25
PPL01,1,2019,18,N1P2,66,baptisia,bracteata,12
PPL01,1,2019,18,N1P2,102,oxalis,stricta,1
PPL01,1,2019,18,N1P2,111,physalis,pumila,0.75
PPL01,1,2019,18,N1P2,128,solidago,missouriensis,1.25
PPL01,1,2019,18,N1P2,300,euphorbia,nutans,0.75
PPL01,1,2019,19,N1P3,2,andropogon,gerardii,60
PPL01,1,2019,19,N1P3,3,andropogon,scoparius,11.25
PPL01,1,2019,19,N1P3,4,bouteloua,curtipendula,2.75
PPL01,1,2019,19,N1P3,14,dichanthelium,oligosanthes,3.75
PPL01,1,2019,19,N1P3,17,poa,pratensis,16.5
PPL01,1,2019,19,N1P3,18,sorghastrum,nutans,20
PPL01,1,2019,19,N1P3,21,sporobolus,asper,1.5
PPL01,1,2019,19,N1P3,33,carex,heliophila,2.25
PPL01,1,2019,19,N1P3,34,carex,meadii,1.75
PPL01,1,2019,19,N1P3,40,amorpha,canescens,16.25
PPL01,1,2019,19,N1P3,58,aster,ericoides,14.25
PPL01,1,2019,19,N1P3,59,aster,oblongifolius,0.75
PPL01,1,2019,19,N1P3,111,physalis,pumila,0.25
PPL01,1,2019,19,N1P3,128,solidago,missouriensis,13
PPL01,1,2019,20,N1P1,2,andropogon,gerardii,52.5
PPL01,1,2019,20,N1P1,3,andropogon,scoparius,0.5
PPL01,1,2019,20,N1P1,4,bouteloua,curtipendula,5.5
PPL01,1,2019,20,N1P1,14,dichanthelium,oligosanthes,15.75
PPL01,1,2019,20,N1P1,17,poa,pratensis,28.75
PPL01,1,2019,20,N1P1,18,sorghastrum,nutans,12.25
PPL01,1,2019,20,N1P1,21,sporobolus,asper,2
PPL01,1,2019,20,N1P1,33,carex,heliophila,1.25
PPL01,1,2019,20,N1P1,34,carex,meadii,5.25
PPL01,1,2019,20,N1P1,40,amorpha,canescens,24.25
PPL01,1,2019,20,N1P1,58,aster,ericoides,17
PPL01,1,2019,20,N1P1,86,kuhnia,eupatorioides,0.5
PPL01,1,2019,20,N1P1,111,physalis,pumila,0.25
PPL01,1,2019,20,N1P1,121,salvia,azurea,0.25
PPL01,1,2019,20,N1P1,128,solidago,missouriensis,3.75
PPL01,1,2019,20,N1P1,211,ambrosia,artemisiifolia,0.5
PPL01,1,2019,21,N2P3,2,andropogon,gerardii,31.75
PPL01,1,2019,21,N2P3,11,eragrostis,spectabilis,4.5
PPL01,1,2019,21,N2P3,14,dichanthelium,oligosanthes,9.5
PPL01,1,2019,21,N2P3,17,poa,pratensis,87.5
PPL01,1,2019,21,N2P3,18,sorghastrum,nutans,16.75
PPL01,1,2019,21,N2P3,34,carex,meadii,20.25
PPL01,1,2019,21,N2P3,111,physalis,pumila,3.75
PPL01,1,2019,21,N2P3,127,solidago,canadensis,2.75
PPL01,1,2019,21,N2P3,300,euphorbia,nutans,0.25
PPL01,1,2019,22,N1P3,2,andropogon,gerardii,52.5
PPL01,1,2019,22,N1P3,3,andropogon,scoparius,20.25
PPL01,1,2019,22,N1P3,4,bouteloua,curtipendula,13.5
PPL01,1,2019,22,N1P3,14,dichanthelium,oligosanthes,3.75
PPL01,1,2019,22,N1P3,17,poa,pratensis,8
PPL01,1,2019,22,N1P3,18,sorghastrum,nutans,9.75
PPL01,1,2019,22,N1P3,21,sporobolus,asper,0.75
PPL01,1,2019,22,N1P3,33,carex,heliophila,5
PPL01,1,2019,22,N1P3,34,carex,meadii,2.5
PPL01,1,2019,22,N1P3,40,amorpha,canescens,6.5
PPL01,1,2019,22,N1P3,46,ambrosia,psilostachya,0.25
PPL01,1,2019,22,N1P3,58,aster,ericoides,2.5
PPL01,1,2019,22,N1P3,59,aster,oblongifolius,6
PPL01,1,2019,22,N1P3,111,physalis,pumila,1.5
PPL01,1,2019,22,N1P3,121,salvia,azurea,0.75
PPL01,1,2019,22,N1P3,128,solidago,missouriensis,4
PPL01,1,2019,23,N1P1,2,andropogon,gerardii,23.25
PPL01,1,2019,23,N1P1,3,andropogon,scoparius,49.75
PPL01,1,2019,23,N1P1,4,bouteloua,curtipendula,3.75
PPL01,1,2019,23,N1P1,14,dichanthelium,oligosanthes,3.5
PPL01,1,2019,23,N1P1,17,poa,pratensis,2.25
PPL01,1,2019,23,N1P1,18,sorghastrum,nutans,16.75
PPL01,1,2019,23,N1P1,21,sporobolus,asper,0.75
PPL01,1,2019,23,N1P1,23,sporobolus,heterolepis,5
PPL01,1,2019,23,N1P1,33,carex,heliophila,4
PPL01,1,2019,23,N1P1,34,carex,meadii,2.75
PPL01,1,2019,23,N1P1,40,amorpha,canescens,8.75
PPL01,1,2019,23,N1P1,46,ambrosia,psilostachya,1
PPL01,1,2019,23,N1P1,55,asclepias,verticillata,0.25
PPL01,1,2019,23,N1P1,58,aster,ericoides,9.25
PPL01,1,2019,23,N1P1,59,aster,oblongifolius,6.75
PPL01,1,2019,23,N1P1,102,oxalis,stricta,0.25
PPL01,1,2019,23,N1P1,300,euphorbia,nutans,0.25
PPL01,1,2019,24,N2P3,2,andropogon,gerardii,36.25
PPL01,1,2019,24,N2P3,3,andropogon,scoparius,0.75
PPL01,1,2019,24,N2P3,4,bouteloua,curtipendula,16.25
PPL01,1,2019,24,N2P3,14,dichanthelium,oligosanthes,51
PPL01,1,2019,24,N2P3,17,poa,pratensis,48
PPL01,1,2019,24,N2P3,18,sorghastrum,nutans,6.75
PPL01,1,2019,24,N2P3,34,carex,meadii,2.5
PPL01,1,2019,24,N2P3,102,oxalis,stricta,1.25
PPL01,1,2019,24,N2P3,111,physalis,pumila,0.75
PPL01,1,2019,24,N2P3,140,vernonia,baldwinii,21.5
PPL01,1,2019,24,N2P3,507,rubus,occidentalis,0.25
PPL01,1,2019,25,N1P0,2,andropogon,gerardii,41.25
PPL01,1,2019,25,N1P0,3,andropogon,scoparius,35
PPL01,1,2019,25,N1P0,4,bouteloua,curtipendula,15.25
PPL01,1,2019,25,N1P0,12,koeleria,pyramidata,0.25
PPL01,1,2019,25,N1P0,14,dichanthelium,oligosanthes,6.25
PPL01,1,2019,25,N1P0,17,poa,pratensis,2
PPL01,1,2019,25,N1P0,18,sorghastrum,nutans,4.25
PPL01,1,2019,25,N1P0,33,carex,heliophila,4.75
PPL01,1,2019,25,N1P0,34,carex,meadii,6.75
PPL01,1,2019,25,N1P0,49,antennaria,neglecta,0.5
PPL01,1,2019,25,N1P0,58,aster,ericoides,23
PPL01,1,2019,25,N1P0,59,aster,oblongifolius,3.25
PPL01,1,2019,25,N1P0,102,oxalis,stricta,0.25
PPL01,1,2019,25,N1P0,106,dalea,candida,2
PPL01,1,2019,25,N1P0,128,solidago,missouriensis,4
PPL01,1,2019,26,N2P2,2,andropogon,gerardii,55
PPL01,1,2019,26,N2P2,3,andropogon,scoparius,5
PPL01,1,2019,26,N2P2,4,bouteloua,curtipendula,2
PPL01,1,2019,26,N2P2,14,dichanthelium,oligosanthes,34.5
PPL01,1,2019,26,N2P2,17,poa,pratensis,83.75
PPL01,1,2019,26,N2P2,18,sorghastrum,nutans,10
PPL01,1,2019,26,N2P2,21,sporobolus,asper,1.5
PPL01,1,2019,26,N2P2,34,carex,meadii,24.25
PPL01,1,2019,26,N2P2,40,amorpha,canescens,6.5
PPL01,1,2019,26,N2P2,58,aster,ericoides,3
PPL01,1,2019,26,N2P2,86,kuhnia,eupatorioides,6.25
PPL01,1,2019,26,N2P2,102,oxalis,stricta,0.5
PPL01,1,2019,27,N1P0,2,andropogon,gerardii,72.5
PPL01,1,2019,27,N1P0,3,andropogon,scoparius,4
PPL01,1,2019,27,N1P0,4,bouteloua,curtipendula,4.75
PPL01,1,2019,27,N1P0,11,eragrostis,spectabilis,1.5
PPL01,1,2019,27,N1P0,14,dichanthelium,oligosanthes,16
PPL01,1,2019,27,N1P0,17,poa,pratensis,1.5
PPL01,1,2019,27,N1P0,18,sorghastrum,nutans,7.75
PPL01,1,2019,27,N1P0,21,sporobolus,asper,1
PPL01,1,2019,27,N1P0,33,carex,heliophila,3.5
PPL01,1,2019,27,N1P0,34,carex,meadii,10.75
PPL01,1,2019,27,N1P0,40,amorpha,canescens,1
PPL01,1,2019,27,N1P0,58,aster,ericoides,4.75
PPL01,1,2019,27,N1P0,111,physalis,pumila,1.75
PPL01,1,2019,27,N1P0,115,polygala,verticillata,0.25
PPL01,1,2019,27,N1P0,128,solidago,missouriensis,5.5
PPL01,1,2019,28,N1P1,2,andropogon,gerardii,43.75
PPL01,1,2019,28,N1P1,3,andropogon,scoparius,34.5
PPL01,1,2019,28,N1P1,4,bouteloua,curtipendula,12.75
PPL01,1,2019,28,N1P1,14,dichanthelium,oligosanthes,11.25
PPL01,1,2019,28,N1P1,17,poa,pratensis,7
PPL01,1,2019,28,N1P1,18,sorghastrum,nutans,5.5
PPL01,1,2019,28,N1P1,21,sporobolus,asper,1
PPL01,1,2019,28,N1P1,33,carex,heliophila,3.75
PPL01,1,2019,28,N1P1,34,carex,meadii,1
PPL01,1,2019,28,N1P1,40,amorpha,canescens,5.25
PPL01,1,2019,28,N1P1,46,ambrosia,psilostachya,0.25
PPL01,1,2019,28,N1P1,58,aster,ericoides,4
PPL01,1,2019,28,N1P1,65,baptisia,australis,11.25
PPL01,1,2019,28,N1P1,111,physalis,pumila,0.25
PPL01,1,2019,28,N1P1,211,ambrosia,artemisiifolia,0.25
PPL01,1,2019,28,N1P1,300,euphorbia,nutans,0.25
PPL01,1,2019,28,N1P1,407,cirsium,altissimum,0.25
PPL01,1,2019,29,N2P0,2,andropogon,gerardii,90
PPL01,1,2019,29,N2P0,4,bouteloua,curtipendula,0.25
PPL01,1,2019,29,N2P0,11,eragrostis,spectabilis,1
PPL01,1,2019,29,N2P0,14,dichanthelium,oligosanthes,30.25
PPL01,1,2019,29,N2P0,17,poa,pratensis,9.5
PPL01,1,2019,29,N2P0,18,sorghastrum,nutans,3.25
PPL01,1,2019,29,N2P0,21,sporobolus,asper,1
PPL01,1,2019,29,N2P0,46,ambrosia,psilostachya,0.75
